# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153532829]
state	age(GOOSE_SHANTOU_2216_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
40000	0.2807674160146739	-4668.3282179024945	-304.0506516430558	-4364.277566259439	12.880432475018049	64.82866979634375	6.162445382567808	3.4098163620880677	4.6101846326533895	2.3306921543503103	3.0	3.0	4.0	2.0	8.0	9.202556458652074	0.547229711644986	0.5962757035035193	1.8564945848514942	0.002944493524466691	-1236.037117011812	-1193.1933500880928	-1935.047099159534	-56.1497997496119
41000	1.4321787652486586	-4673.501522668744	-306.89426999724054	-4366.607252671503	11.120950066001921	156.14685749428133	16.010931108521348	4.788250241560051	3.0460754492646114	2.353754657956271	1.0	2.0	3.0	4.0	10.0	10.56769709937105	0.5349130055120195	0.6499539854878722	1.8151330090001079	0.002925072482378505	-1233.3192487004326	-1189.5555769790258	-1943.7324269920448	-56.9126017487212
42000	0.7871053923483761	-4668.047741882025	-301.37623327134907	-4366.671508610676	11.774695114315543	70.18306551579654	5.04084685216682	5.601585523031041	1.3902966778300325	3.274133793884164	2.0	5.0	6.0	4.0	3.0	9.183878480785335	0.673515725301062	0.4544319910681641	1.8720522836307734	0.0030323517659286395	-1237.935866951783	-1192.1538609251124	-1936.5817807337803	-52.941669790653705
43000	0.34279514744693784	-4677.908314271665	-311.3251536799628	-4366.583160591703	11.658647849732661	320.6755424081395	11.612854957028107	11.643852526066238	21.136492247167407	1.110353569042505	1.0	7.0	2.0	3.0	7.0	9.183878480785335	0.5425898697224535	0.583829965561882	1.8735801647156638	0.00298829394735344	-1233.0808476492498	-1191.8931876874092	-1941.6091252550436	-56.4437784667737
44000	0.0432665583899535	-4677.999811665973	-312.87643422585717	-4365.123377440115	10.462150931287562	560.1209918770107	11.613211253894564	19.550152273561974	8.087775717030631	1.323633073729514	1.0	10.0	1.0	4.0	4.0	11.343716102187717	0.634007712427518	0.5703063355190948	1.7956859520533865	0.003567192757183664	-1234.0037586795688	-1192.4330704413064	-1938.6865483192403	-57.73594886680083
45000	0.48801957895876263	-4664.753174585404	-299.8963165728235	-4364.85685801258	10.33463146387343	33.95685874056519	14.442613751396355	7.7338422855300735	1.7734407106574084	2.9231290196201996	4.0	7.0	1.0	7.0	1.0	11.343716102187717	0.7305761400030157	0.4834247719183358	1.7859990880786478	0.0036590237740215673	-1233.2240449531114	-1193.281747458583	-1938.3510656008855	-52.031850614239914
46000	0.40635660148539365	-4665.71342183895	-298.6001094257313	-4367.113312413218	10.953850247319872	32.65957424766121	3.268336687555865	3.8557805756152153	1.2859588085179359	1.9819525682916426	5.0	7.0	1.0	4.0	3.0	10.089277796773018	0.6333315070585287	0.5773985892089193	1.7892699037325517	0.0035647197082448712	-1236.3013109886333	-1195.3107108222634	-1935.5012906023217	-53.11794071339432
47000	0.10082150170352033	-4668.559880654227	-303.9987623033977	-4364.561118350829	11.827572845082761	42.75750012974031	6.902494475968739	9.045116165066512	4.615748164561373	2.399147695621211	4.0	5.0	1.0	7.0	3.0	9.466757834417146	0.6727612506762357	0.6110890222660981	1.716149727057666	0.003105729782946896	-1233.4206938914635	-1193.9975541313618	-1937.1428703280037	-55.81587207888768
48000	0.5675535073452658	-4665.148817340392	-296.727555135382	-4368.42126220501	10.299258437945712	32.37950124207996	8.587516921606596	1.0592994466879921	2.9584714585653615	1.2368436223184842	2.0	5.0	1.0	4.0	8.0	6.569426533702811	0.4523096574203263	0.5511072931347031	1.9965830494449703	0.004097989706881914	-1237.7744580287228	-1190.569317636924	-1940.0774865393635	-50.73948495839008
49000	0.2720753685521752	-4667.3840662440325	-300.78501903644093	-4366.599047207592	10.088765413019132	56.019078844070684	24.785123517157214	8.433441632198894	2.4905934221880357	2.390245261815346	1.0	3.0	4.0	8.0	4.0	8.228221635060168	0.5930026123092301	0.5635247230279232	1.8434726646628465	0.00356053442156759	-1235.7120607658494	-1192.2576190399857	-1938.6293674017572	-52.07484998718726
50000	1.9499679932740934	-4667.114932648136	-295.3652539769964	-4371.74967867114	10.093291052374125	42.082161810107756	22.40383746802258	4.840400877497813	1.626692229642209	1.284866010189119	1.0	5.0	4.0	7.0	3.0	10.946878252483192	0.6254363116173915	0.6050613162844052	1.7695023720982028	0.0035332009347690463	-1236.6345425316392	-1187.8055355118652	-1947.3096006276353	-48.187298640957245
51000	1.2328019701439965	-4669.311227932245	-297.2050819148812	-4372.106146017364	10.369500661344794	168.9498545347237	23.32869765282301	11.331745536388423	4.374697914183102	1.2612481443419017	1.0	1.0	1.0	10.0	7.0	8.768920947037312	0.6062653588763771	0.7143007035322058	1.6794339375914165	0.0038974039462982253	-1233.1806702627687	-1194.2904367929339	-1944.6350389616616	-46.16483971054908
52000	0.7149001131053931	-4665.688199187311	-298.42311708584407	-4367.265082101467	9.528509382375049	154.48892646518738	26.763018863451915	2.8042911304974214	3.052829251088195	0.3544381813843495	1.0	2.0	6.0	7.0	4.0	7.303101593586283	0.6292595593704741	0.5980042984047091	1.772736142224816	0.003542445307339703	-1233.7826949131156	-1188.859692927811	-1944.6226942605394	-49.179075709662015
53000	0.7360288115200349	-4660.80673054049	-295.3629716864205	-4365.4437588540695	10.480868684490407	38.24317582697373	4.69558157513694	4.709681681315538	0.9414023767725552	2.4613301743789773	2.0	8.0	4.0	4.0	2.0	7.366408721405939	0.624592527333931	0.5730192526686929	1.8023882199973753	0.003551970794646215	-1235.395995929687	-1192.485785304104	-1937.5619776202786	-48.843536706405295
54000	0.8320556906950538	-4665.741290452801	-296.3491814709941	-4369.392108981807	10.549610029948719	22.38865972711357	4.54790704402399	0.7496907534638464	1.1291383409979938	2.3326315224493253	4.0	9.0	2.0	2.0	3.0	10.839957717177459	0.6644664063491458	0.5730192526686929	1.7625143409821604	0.0036356667495468756	-1237.2998577500925	-1193.1112075085673	-1938.9810437231476	-52.20232927900252
55000	0.0013969606447989252	-4664.823714999498	-295.9007040575256	-4368.923010941973	12.201990026802061	16.252377027307556	4.417517191593787	1.1298688044548637	1.9786704748888775	2.099769859877099	3.0	11.0	3.0	1.0	2.0	8.658495826252713	0.5926643057847992	0.5730192526686929	1.8343164415465067	0.003357646386164623	-1235.379853692987	-1194.337988196923	-1939.2051690520627	-52.277051813995676
56000	0.9327163335699513	-4667.66095488609	-300.0637228655247	-4367.597232020565	11.071166753242085	38.21285032670183	5.176917852959832	2.374009241778988	2.436586612412346	1.967523366411142	2.0	12.0	1.0	4.0	1.0	8.18153108277984	0.5284190716276902	0.6042800897994891	1.8673008385728196	0.0034555382437738862	-1233.152792320275	-1187.7589803020735	-1946.685459398216	-54.58969970197051
57000	0.461455009158675	-4664.3974400913185	-294.9299663256319	-4369.467473765687	9.82334609926101	31.459447827111124	13.976201821614437	2.7931040018314404	1.4376682621914203	1.1526981204681521	1.0	9.0	2.0	7.0	1.0	12.073007488038991	0.5790825634109139	0.6042800897994891	1.816637346789596	0.003838310746184523	-1236.452486009269	-1188.0997653936527	-1944.9152223627655	-49.294942330026466
58000	0.45125471960833874	-4655.568037407129	-288.964715154603	-4366.603322252526	8.73594177030921	28.46759330203145	5.353168610847515	2.587263396831586	0.41844255195621766	0.25056220647478133	3.0	9.0	2.0	4.0	2.0	9.355049072415795	0.6910932472080458	0.6657456646913475	1.6431610881006056	0.004596270542123731	-1235.153872320149	-1192.6488409850433	-1938.8006089473333	-46.58379568203895
59000	0.705575614336611	-4672.4034058586	-298.5633653290463	-4373.840040529554	8.774439201659597	55.92288337057956	4.114237596243368	20.373744387795764	3.175200219023088	0.631458872622263	1.0	9.0	4.0	1.0	5.0	12.28407588860959	0.6468030983982028	0.5168346777042688	1.8363622238975272	0.004499435753474274	-1239.4202099539411	-1190.0726270364933	-1944.3472035391194	-46.784234353402596
60000	0.9301422721032551	-4659.03479992195	-294.790619265443	-4364.2441806565075	8.761726342362696	101.79277156741594	18.721846302392883	4.261354785563228	2.2241637551970377	0.759399070862794	1.0	5.0	9.0	2.0	3.0	9.329792031889385	0.5414119091055435	0.5862684561488907	1.872319634745565	0.004613625670060353	-1234.4459643335563	-1192.2729229888535	-1937.525293334098	-46.599455161790566
61000	0.19650145920236417	-4663.890658476227	-296.14786256275323	-4367.742795913474	9.491922352114992	13.390526812862214	8.522933578392202	10.605918684340034	1.3444074199506488	1.63183706569962	1.0	3.0	6.0	6.0	4.0	7.941844421250899	0.6654628304857427	0.6211688853350618	1.7133682841791948	0.004195321707287032	-1231.7529129137918	-1190.5311324596116	-1945.4587505400702	-50.6065424672022
62000	1.0925209246154655	-4660.991974208799	-295.84161407593143	-4365.150360132867	9.40711378997814	28.084688823261214	12.98388569698393	2.555214274542986	2.234191352322817	5.088607570328989	1.0	3.0	3.0	11.0	2.0	8.77794921383993	0.6233552267689213	0.5858686568425513	1.7907761163885265	0.003950351420495956	-1234.0281959615522	-1189.3125031926936	-1941.809660978621	-48.623606101692594
63000	0.8156300734794759	-4665.553398951529	-298.8155156711367	-4366.737883280392	9.773127872244308	54.83116220430514	12.05853011179686	5.573459380225795	5.116607399789247	1.1665420953660406	2.0	2.0	4.0	7.0	5.0	8.77794921383993	0.6381510301815833	0.5466775933772985	1.8151713764411173	0.0041546771625367955	-1235.391578479453	-1190.9203454806288	-1940.4259593203105	-50.707822554585924
64000	0.20188708157008328	-4658.214742550283	-293.8158161682493	-4364.398926382033	9.665144284786683	19.31629146622368	8.65456419817597	8.606675434343098	2.973342127500947	0.9188621962268817	4.0	1.0	4.0	4.0	7.0	8.623432292155691	0.49987409364296836	0.5023533300888705	1.99777257626816	0.003928262367370387	-1235.8290830833644	-1192.8655936347477	-1935.7042496639208	-47.983600190175764
65000	0.30728079465744496	-4662.708134132667	-299.7299066526143	-4362.978227480053	9.951939440217021	84.685522309685	15.089883631370284	2.445686437618266	2.148056665608977	1.9219853382797156	2.0	5.0	1.0	6.0	6.0	8.623432292155691	0.5517466839612769	0.5814555613682323	1.8667977546704897	0.004183055135578686	-1234.1395126894067	-1193.817626164372	-1935.0210886262737	-51.9527894240176
66000	0.08129003802261225	-4663.693767951684	-296.7932607361894	-4366.900507215495	10.61536452349093	31.268265587104704	14.122141615586989	1.8560162437841696	4.462561688253659	1.3756506152814625	2.0	5.0	1.0	5.0	7.0	9.181885929258424	0.6668735115798891	0.6360776322567542	1.6970488561633557	0.003861723576983736	-1235.8401544102433	-1192.654221675636	-1938.4061311296155	-49.37470043162221
67000	0.36770678436600646	-4668.243257554932	-295.12282801820083	-4373.1204295367315	8.500177406629737	64.55780934649377	6.632225095089163	18.20396839143278	4.3159098489077845	2.2439284103885906	1.0	2.0	2.0	9.0	6.0	10.829328814067667	0.516595961107989	0.6360776322567542	1.8473264066352555	0.004651358867671399	-1235.7031759418646	-1196.2029530940486	-1941.2143005008181	-44.2865354472306
68000	0.30218222873555317	-4656.833019926305	-292.53728919152087	-4364.295730734783	8.91940181664792	180.49500402298943	16.870266965130583	4.631172944917458	2.430711023581532	1.1641833674611581	1.0	2.0	3.0	7.0	7.0	8.463161169210435	0.5798752598364291	0.5723830932207349	1.8477416469428352	0.004476377719468651	-1236.1185752208637	-1192.8555763587206	-1935.321579155199	-43.13331439575351
69000	0.19766049728137824	-4661.027245257553	-293.6612352624718	-4367.366009995081	8.672116164768145	79.38663602850066	10.147188001512253	10.958281626325375	3.8182635518277137	0.7602130461142462	1.0	3.0	3.0	9.0	4.0	10.651990261207196	0.5977349893513307	0.5723830932207349	1.8298819174279335	0.004679810291565386	-1234.8750688214977	-1190.9984106113404	-1941.492530562243	-44.48194307353659
70000	0.8951096449741158	-4654.80476509708	-288.3498342599597	-4366.454930837121	8.282993924786586	29.055046496885634	2.73044552591757	7.565413981521258	1.5226000069501588	0.026096170492414267	1.0	1.0	5.0	12.0	1.0	8.560038970242418	0.5414311395377516	0.557545490258403	1.9010233702038444	0.005125477360256041	-1235.6124817307755	-1190.0429210428017	-1940.799528063543	-42.674230725429915
71000	0.6710564301800063	-4657.275599631754	-287.5543000020423	-4369.721299629711	8.282993924786586	34.06323297886717	6.176584925872519	11.589828769202441	2.312619928006749	0.13222706495777478	2.0	1.0	4.0	11.0	2.0	9.688590141212146	0.6064219530462874	0.534213434510381	1.8593646124433307	0.005560140598792995	-1235.7010714212386	-1191.8882806169818	-1942.1319475914904	-40.5446743332124
72000	0.4623296608383898	-4661.091316618054	-289.0931477992011	-4371.998168818854	8.35381741354111	12.589217870798702	6.797832395551536	13.287226857994353	2.3359394816514807	1.0735856483319546	2.0	2.0	2.0	9.0	5.0	10.210451517454903	0.7080159587209722	0.5515977512469037	1.7403862900321232	0.00567304279087388	-1238.636660100535	-1191.2996932866108	-1942.0618154317078	-42.96372627521616
73000	0.05141938363917786	-4670.274928813524	-294.22061464844364	-4376.05431416508	8.510250116683656	22.567188145256726	7.08100079499702	3.8677002086083347	4.317530820293691	1.6935534511598977	3.0	5.0	1.0	5.0	6.0	10.210451517454903	0.7557150843014454	0.4810920133560804	1.7631929023424733	0.004450998319264934	-1237.3825650409426	-1193.4278603853243	-1945.2438887388125	-48.26440332531322
74000	1.1667659149043712	-4659.642524582814	-296.1812091830183	-4363.461315399796	9.309553900878058	70.14674691240093	14.470054565075342	1.1598409425446952	1.8471058156651565	1.0035400134858385	2.0	8.0	1.0	6.0	3.0	8.602246439478717	0.5990088550711232	0.6172364020438204	1.7837547428850555	0.0041736211334749045	-1234.861730857842	-1190.3044437192368	-1938.2951408227173	-49.41322128679847
75000	0.6129270509377842	-4671.076101711908	-298.3319321141347	-4372.744169597774	9.590162771245089	18.903009868636783	20.956945797015717	10.290056843572058	2.4528016765432676	0.8290398770217229	5.0	3.0	2.0	5.0	5.0	8.844207089156074	0.5104808073272604	0.6152101731259636	1.8743090195467753	0.0041467519514345194	-1230.12209723561	-1192.5792329742408	-1950.0428393879229	-51.56810946132075
76000	0.2976883418125512	-4665.164453268926	-290.66285960873915	-4374.501593660187	8.965762715583217	14.573622694048952	16.781193056215216	3.9516679687343896	1.29748371339952	0.32350977051762214	2.0	5.0	5.0	6.0	2.0	8.428462735584203	0.5062848683526315	0.5805860458968947	1.9131290857504735	0.004212456666390129	-1230.2350763631694	-1192.1511729862789	-1952.1153443107391	-46.4948525177815
77000	0.6012381746584863	-4660.206061459794	-294.41847040963967	-4365.787591050154	10.599688913049471	27.995342533114925	10.039210314045711	4.9548490246774906	0.9507728538991574	0.6341387376836567	1.0	6.0	6.0	2.0	5.0	7.243930899167477	0.5760102458010178	0.4815703557570046	1.9424193984419773	0.003907175943045378	-1233.079794467454	-1195.35048202495	-1937.3573145577504	-49.94832396899945
78000	0.26959838694334914	-4676.611645150918	-302.01749023164626	-4374.594154919271	10.29654489883845	62.57510030624286	11.329346911317657	14.808145364507098	3.947485338836895	2.836412653873153	2.0	5.0	1.0	6.0	6.0	9.523207854367135	0.6201637072083359	0.6650592733058523	1.7147770194858112	0.004322045759556736	-1237.0465000058632	-1197.1419217432515	-1940.4057331701565	-52.263637056198384
79000	0.4868846958062971	-4671.75162345004	-302.71752291525337	-4369.034100534786	10.755495917312874	37.0576131640678	15.56585605182916	15.429565452465052	5.826296274902054	1.5392457473685348	3.0	3.0	2.0	5.0	7.0	9.217431148015068	0.6026025613917004	0.6786684528296136	1.7187289857786852	0.0032286635274372945	-1234.995693017357	-1193.293092675869	-1940.74531484156	-53.716138384980944
80000	0.19824840626793616	-4667.3542294650215	-305.1491349484524	-4362.205094516569	10.976227223281997	50.59211231052433	49.23883703804039	9.132462496747973	2.0785135974289544	3.076680591691425	2.0	3.0	8.0	6.0	1.0	9.31661986478354	0.6117200877836304	0.5667167979145523	1.8215631143018165	0.00364995527353366	-1234.1772178097215	-1193.551729199904	-1934.4761475069436	-55.104511971458614
81000	1.2014034163091185	-4666.501871619886	-302.94102721011984	-4363.560844409766	11.548599603318781	35.99771063700447	17.457602401812323	7.473089498234929	1.318145443286275	2.8345877304955054	2.0	3.0	8.0	6.0	1.0	9.503504500074598	0.6117200877836304	0.5298272034893167	1.8584527087270521	0.003109750474013557	-1232.3956082964344	-1189.4688440895022	-1941.6963920238293	-54.876780224591315
82000	0.654554983593886	-4664.922521548799	-301.7073667779811	-4363.215154770817	11.043754273761245	123.70928013639687	19.416709010854095	6.863623148883007	2.270954315434164	0.8251908361301757	2.0	2.0	9.0	5.0	2.0	8.90101403845335	0.6117200877836304	0.5524109860002262	1.8358689262161425	0.002939173399245087	-1234.3614380845738	-1192.3583706326028	-1936.495346053641	-52.709573607146375
83000	0.6583252821765748	-4667.599869000904	-304.58128487723144	-4363.018584123673	12.415208890054314	82.82586932708207	54.718852053561356	4.848896156616877	1.0167887073038904	0.7061537396199048	1.0	2.0	10.0	1.0	6.0	7.750746307845309	0.6304403330791881	0.5246221004520336	1.8449375664687775	0.003049109246272649	-1232.1679674088357	-1191.9436840868093	-1938.9069326280282	-56.190443856822675
84000	1.0230047053047286	-4668.195930924544	-301.166446179354	-4367.02948474519	11.702388087135454	38.130412112323064	4.165164332559888	6.838300812290616	2.541265159755128	1.338814130700208	2.0	5.0	7.0	4.0	2.0	8.076826419668787	0.6692105276537319	0.42262498032577456	1.9081644920204928	0.003057903180849455	-1233.4633253453558	-1193.6826414832974	-1939.8835179165364	-54.60548548619121
85000	1.6399653754992083	-4667.562379395194	-301.24836668563887	-4366.314012709555	12.516113300405191	28.005078198368157	9.48661595222916	7.145013351158176	1.5610296920439999	1.6072767514926707	2.0	8.0	4.0	4.0	2.0	8.087953606690286	0.617395669691553	0.5312992456520883	1.8513050846563581	0.003099116493349514	-1234.594968332621	-1192.0894330990668	-1939.6296112778675	-55.233049380074185
86000	0.32335915353941314	-4670.538059850362	-301.4629365402921	-4369.075123310069	12.210783174067588	54.65742510876804	5.987777624811329	3.762677695199605	3.5449658580616656	1.7984840020451998	2.0	11.0	4.0	2.0	1.0	7.404691200552268	0.4441754584249872	0.5869422171007012	1.9688823244743112	0.0028968421146467974	-1236.2738332146469	-1191.6179367907678	-1941.1833533046547	-54.63234580572109
87000	0.7682129643085238	-4663.59137545524	-296.9783020212912	-4366.6130734339495	10.63189594841449	120.37100876286576	4.431041544866532	1.2978208569330116	1.0647714125746879	1.8763165419074848	2.0	11.0	3.0	3.0	1.0	9.550790503840936	0.5905497885599688	0.494312468072287	1.915137743367744	0.003100509904969662	-1232.2574822381382	-1192.661220598151	-1941.6943705976603	-50.157617489817326
88000	0.11413419844212358	-4664.8970886681045	-300.01080800841	-4364.886280659694	12.119017433320376	52.01107509048805	8.28227794608272	4.779148277097416	1.642210976992993	4.743575316996555	2.0	11.0	1.0	5.0	1.0	7.124976578520868	0.6096234609611128	0.5787114586877892	1.8116650803510976	0.003055790599354824	-1232.1536420123496	-1190.5665649837288	-1942.166073663616	-51.74293150801511
89000	1.4819781230399585	-4671.368352290847	-300.4551705979118	-4370.913181692935	12.052215706155504	16.032433023242394	7.164653558496493	7.398220666511993	1.3902171019083884	0.8962886844154854	4.0	3.0	3.0	7.0	3.0	10.215436794204082	0.6741120388696209	0.534267650380537	1.7916203107498418	0.002885185572644296	-1230.8033866086348	-1194.3508635719238	-1945.7589315123757	-55.711566123959756
90000	0.40910567971262424	-4668.536680294874	-303.34121910653164	-4365.195461188342	10.968169558191823	33.80020679481957	16.96706262278828	3.477745862783913	2.364541728850433	2.806411160088014	4.0	5.0	4.0	4.0	3.0	9.132423090711823	0.5985200961799092	0.6353227290576291	1.7661571747624616	0.0036885280491908267	-1232.9704847269627	-1193.2495850960916	-1938.9753913652876	-56.31797131995377
91000	0.45287798602534657	-4674.236666771661	-304.27766365724796	-4369.959003114413	11.29177569230995	25.299934187613605	43.86587605470364	20.421064451020833	6.176127028065587	0.9690256290234963	6.0	1.0	2.0	4.0	7.0	13.301798712489369	0.5614696709874938	0.5382956352441751	1.9002346937683314	0.0034927920923562895	-1231.8351887064941	-1193.9118296365498	-1944.2119847713686	-53.6925510694193
92000	0.8984024192075073	-4672.504179800906	-301.95382882532056	-4370.550350975585	11.85979181809759	32.51391926940285	10.14299659992665	4.570208976325482	5.727129664636438	3.0416803501733374	4.0	1.0	3.0	5.0	7.0	9.798738518734526	0.6711935153615276	0.6158317565283756	1.712974728110097	0.0030093701361890205	-1235.757364542197	-1193.8934306015858	-1940.899555831803	-54.32139179045279
93000	0.1428388927194172	-4667.26643472437	-298.1053865620102	-4369.161048162359	11.371015001238037	19.297942666668508	1.684757123803887	4.182504848039657	2.6659945096087387	2.107629256842253	5.0	1.0	5.0	6.0	3.0	8.376999897988982	0.5426314555398221	0.5698031167887654	1.8875654276714129	0.003118286321511863	-1236.9223313976568	-1194.894618100216	-1937.344098664486	-52.87044656545074
94000	0.4412713286598957	-4664.903855371149	-301.9054414403995	-4362.998413930749	11.20679145641767	84.1663707693768	1.2078122841942163	2.864410423139502	5.403115993302646	1.369339009364178	4.0	2.0	2.0	5.0	7.0	8.803525614794971	0.6295078412518422	0.47921502490986584	1.891277133838292	0.0033099456700108635	-1232.772568782958	-1190.3889146447643	-1939.836930503026	-53.15239281900899
95000	0.9035555280560741	-4668.405328074866	-297.9486963564026	-4370.4566317184635	11.009521507506875	52.615027137830396	4.817879894615858	4.578772469354792	3.1629018223209755	1.8494226218054541	3.0	2.0	3.0	5.0	7.0	8.805497849658854	0.7620089413155858	0.5752758489219718	1.6627152097624425	0.0032259637587601533	-1234.9209549103748	-1189.5890144839025	-1945.9466623241858	-51.02611465336054
96000	0.33436851893927066	-4664.492845143146	-298.2896343431089	-4366.203210800037	10.652717404817428	20.555385359977013	23.645971431631175	4.59833395016208	4.203847430107332	1.055279519136022	5.0	1.0	3.0	5.0	6.0	8.805497849658854	0.6493918165452538	0.5466972089296737	1.8039109745250725	0.003876310872765363	-1236.97803373264	-1192.1479058878056	-1937.077271179591	-51.17455785792047
97000	0.14197109659597595	-4665.143722698159	-296.35746662607374	-4368.786256072085	10.332929346450381	15.390112681431404	14.880663390492082	7.534837409424673	4.219345692651833	1.0208369772467727	5.0	2.0	5.0	1.0	7.0	7.884482012963652	0.5205802151151059	0.5447675917501053	1.9346521931347889	0.0037567974309104858	-1236.4215603349917	-1196.3004202089378	-1936.0642755281553	-50.13216145554828
98000	0.09106782220869869	-4667.652925430923	-295.41752550152694	-4372.2353999293955	10.396991203774402	43.53648528453762	14.833757490791724	5.549589052944771	6.891075551720162	1.3721134617848596	2.0	2.0	7.0	3.0	6.0	8.952128664774564	0.4934514775434142	0.6304234033005744	1.8761251191560115	0.0034831274003468433	-1242.3570150379476	-1194.725053081828	-1935.1533318096199	-46.9233888697405
99000	0.37277309092999733	-4664.537339591485	-295.68291123798406	-4368.854428353501	9.929393921491089	46.10434902377592	67.68441245320955	5.8375560009413	2.3170390441683666	0.5903266151263805	3.0	1.0	7.0	2.0	7.0	7.136707078480488	0.5739724515563243	0.5737917994610402	1.8522357489826358	0.003873010191571278	-1233.7003150248343	-1195.143006876756	-1940.0111064519103	-46.77186531188154
100000	0.4593512782069258	-4662.59594551228	-294.9951163843361	-4367.600829127944	10.498291515385123	36.55480917839091	11.474268039499941	4.21492105278277	2.046800612465635	0.7559381584077592	4.0	1.0	7.0	2.0	6.0	8.568157033984868	0.6029764425571728	0.5039963268267214	1.8930272306161062	0.0035192303229867046	-1235.6102307115796	-1192.022653064388	-1939.9679453519764	-49.259749201512484
101000	0.07593152848838502	-4658.251758856714	-293.94826213666	-4364.303496720055	10.32872039468291	19.643014321298427	4.886291956341093	3.086803661208727	1.6198289941747936	0.5764002479930198	6.0	5.0	4.0	1.0	4.0	8.189161874676817	0.5283593724630299	0.5842029893401208	1.8874376381968494	0.0035485662134664407	-1234.9491437163852	-1191.61893801362	-1937.7354149900495	-50.67452586701873
102000	0.013727508824065843	-4665.065948135101	-294.07740362705624	-4370.988544508045	9.523968929432124	24.515933177798665	3.629642065619939	2.964249419460475	1.3891632680233692	0.3832754391479452	4.0	5.0	6.0	1.0	4.0	10.81956203589674	0.616944001407388	0.6002180341311867	1.7828379644614254	0.004186282447924609	-1238.2160828060958	-1195.7121442232774	-1937.0603174786718	-50.62515908267944
103000	0.6147362240397127	-4665.097894950542	-294.81937029443606	-4370.278524656105	10.555080370219216	39.02803590358384	1.8123713719334575	2.7376083000015363	2.56665942827502	5.096574057734173	3.0	4.0	7.0	3.0	3.0	10.392876873003914	0.5206577622242136	0.5528573194922639	1.9264849182835224	0.004021693096274904	-1236.3967934359575	-1197.0894217970529	-1936.7923094230944	-47.866665158628166
104000	0.3296298037239054	-4670.699331689843	-303.1636929346921	-4367.535638755151	9.793524745650737	299.03315964360553	11.60577579772936	6.068349869958955	1.6694232071852992	0.9569901725093549	1.0	7.0	6.0	1.0	5.0	10.538169628942395	0.6248555639232003	0.5370978750567605	1.8380465610200394	0.003772622100926158	-1237.872926761191	-1195.7183766724859	-1933.9443353214747	-52.97196945789744
105000	0.6047568107114749	-4670.147047697509	-300.10672366984807	-4370.040324027661	10.905829957245107	170.6888235395054	11.811193452453466	3.911820367832754	1.6936816065313618	1.733324022399405	1.0	3.0	7.0	1.0	8.0	9.570097875852754	0.5270054414559922	0.6527501323203972	1.8202444262236106	0.002956100325966055	-1233.9966310238303	-1192.1801279821163	-1943.8635650217143	-51.0931670982118
106000	0.29106592129127007	-4664.098857207919	-296.310547466246	-4367.7883097416725	10.75234851576151	53.135718753174665	6.342020905693992	5.56354733596212	3.2080607344881336	0.6073513000577218	3.0	3.0	4.0	3.0	7.0	8.911740583299377	0.6520868924659858	0.7328973416769822	1.615015765857032	0.0030489728594731034	-1230.4409820273947	-1193.9859570181188	-1943.361370696159	-49.42732136974612
107000	0.4735493093267178	-4661.332473144927	-294.9238669429053	-4366.4086062020215	10.068917652124796	51.572368269052866	5.179255938247447	1.1737181998133996	4.140321099711586	0.9679596963845656	3.0	3.0	2.0	6.0	6.0	8.481021674765737	0.6887090634876122	0.5729084771779607	1.7383824593344273	0.0031418400027104177	-1234.632240051579	-1189.869448450037	-1941.9069177004053	-47.327582974222125
108000	0.045502835878246106	-4653.26773119782	-291.1423597385035	-4362.125371459316	10.578339575035388	67.3014564209326	1.195316754365281	1.9038615998389028	3.659841221600602	0.949202934581682	3.0	1.0	4.0	5.0	7.0	8.481021674765737	0.6403593533270057	0.5944267972955714	1.7652138493774232	0.003590937479295735	-1233.8654009865218	-1195.2553541922616	-1933.0046162805327	-44.41573090144963
109000	0.609358509031102	-4672.495395329129	-302.22566522376724	-4370.269730105361	11.841600806716649	143.0550487011523	7.034115203999191	8.585203225412444	3.7722091619878806	1.3089329090118418	1.0	2.0	6.0	7.0	4.0	9.419781405701201	0.5582973254957857	0.5715445016704968	1.870158172833718	0.0026279582757186134	-1237.2523612485122	-1190.0876525314147	-1942.9297163254346	-52.3133534239283
110000	0.2771138391109731	-4666.403519754386	-300.01892385070147	-4366.384595903684	10.422673909246363	22.192875130524747	16.103293282527655	6.282156502978682	4.491602868953562	1.133672867137536	1.0	3.0	4.0	6.0	6.0	8.591845456606302	0.6770412237281961	0.5795381963729581	1.743420579898846	0.0034856341377564487	-1238.1746213911595	-1191.9275032370397	-1936.2824712754857	-53.208012805100196
