# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153532829]
state	age(GOOSE_SHANTOU_2216_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
1419000	0.09007384046432221	-4663.817322165047	-301.10175079114424	-4362.715571373903	11.504340852449646	45.31526485044674	17.65208728077356	8.126379174703084	5.59931130369629	1.1232701955668278	2.0	1.0	8.0	2.0	7.0	10.959550765618426	0.64925359510865	0.546629205876528	1.8041171990148157	0.003074983245696558	-1232.8215545208216	-1191.9318865821988	-1937.9621302708833	-52.39358834001805
1420000	0.40289270834827906	-4667.899956784238	-299.7448322664146	-4368.155124517823	10.920635711142367	43.70328515736511	21.1080558519531	9.321532366707046	0.9919611775104333	1.5215972001095612	1.0	3.0	9.0	1.0	6.0	9.646454244442731	0.703019739237359	0.4619037919722356	1.835076468790399	0.0037234529057851274	-1236.4757928363454	-1192.5861026703076	-1939.0932290111703	-51.82603549215589
1421000	0.9279309949808896	-4664.393311267136	-302.8462730107227	-4361.547038256413	11.139262945547658	142.04589811913382	8.51951199148869	6.7039768675754505	2.3520100991610646	1.9347668977095185	1.0	5.0	5.0	5.0	4.0	8.647383628144585	0.6664049860053535	0.5184499459947257	1.815145067999914	0.003553835083005023	-1234.2785576842414	-1189.7212469839126	-1937.5472335882585	-53.59756267139046
1422000	0.031048186634459185	-4670.540872463599	-308.45007551932616	-4362.090796944273	11.461780164466257	95.2659795023054	3.454737088377814	11.001439330910987	5.243635909075646	7.14068765718332	3.0	5.0	7.0	2.0	3.0	8.18465523574635	0.5412553199007561	0.6494768866588725	1.8092677934403647	0.002995298521821197	-1235.9864548077364	-1188.1644367414654	-1937.9399053950717	-56.62204380205681
1423000	0.41762624023668593	-4663.576310993072	-295.8458681798412	-4367.730442813231	11.479128506776474	45.80263881988198	3.2024973566056882	4.193918798600401	3.356498565658608	3.145365952555949	2.0	6.0	6.0	5.0	1.0	9.582875793653027	0.730584257867859	0.5420965019598193	1.7273192401723152	0.0034996031603245987	-1233.3432806636076	-1194.9028258596836	-1939.4843362899398	-48.75331332189739
1424000	0.0676719749184782	-4670.3931673389325	-300.57237421106527	-4369.820793127868	12.05437573429795	64.06390082021989	6.029861008031822	1.0441892300383406	2.2078170178933907	1.7230456143950985	4.0	10.0	1.0	4.0	1.0	9.768020995977908	0.5877796786025662	0.6077344776491184	1.8044858437483084	0.0035287447663378247	-1233.91193126484	-1193.7211663659912	-1942.1876954970367	-53.9209141566769
1425000	0.8599641787754555	-4669.446141428978	-299.77427035481605	-4369.671871074162	10.81643885206491	24.83182313889696	6.688738476424734	1.6309781080187546	2.2006627353057526	1.0471581389760256	2.0	10.0	3.0	3.0	2.0	7.940666457195922	0.6873959128538121	0.6288458399343806	1.6837582472118005	0.003159766376449705	-1234.4079029616587	-1193.1154764804498	-1942.1484916320535	-55.502819279068575
1426000	0.3130249117261159	-4658.553626096422	-295.9064546775675	-4362.647171418855	10.560379973838492	45.432640531254556	8.00542569099583	6.40533745979799	2.775811004462517	0.9346781543199898	2.0	7.0	3.0	1.0	7.0	9.283935095077856	0.5905578957698848	0.5676299428574892	1.8418121613726188	0.0037458528377623695	-1233.310760415692	-1190.0503394561388	-1939.286071547024	-49.08259376212668
1427000	1.2004342967182478	-4676.035771862351	-304.88412393983486	-4371.151647922516	10.661518391639255	337.8549287836315	8.608186968045425	3.288412631502385	2.021919279392516	0.8408507771975188	1.0	6.0	9.0	1.0	3.0	9.910408676946938	0.7475896232922333	0.5202543710600507	1.732156005647709	0.003535887680542533	-1236.7268569898827	-1191.2211573064424	-1943.203633626191	-55.20141170622514
1428000	0.6307625930474883	-4670.658623065585	-304.1186123998049	-4366.54001066578	11.847822304873231	109.01289796246519	38.3861530193061	3.6069696471253794	0.927102997367298	2.191652874741096	1.0	4.0	11.0	3.0	1.0	9.616730441913111	0.7477589719621198	0.5561035564566122	1.6961374715812612	0.003114423151593118	-1235.3356565741099	-1190.6274878982115	-1940.5768661934587	-54.29169100223219
1429000	0.5508861162460588	-4671.532741092496	-307.763374664554	-4363.769366427941	11.518926342704003	376.8958382040366	58.40982150271086	8.427443637868747	6.087872715629679	1.4386212249831343	1.0	1.0	9.0	2.0	7.0	8.366093897855036	0.6366147303235186	0.47928652721225823	1.8840987424642166	0.003094964062148668	-1231.2891410881427	-1195.5932625677522	-1936.886962772046	-54.25351100856171
1430000	0.0840622510530391	-4676.236719791999	-310.2425960818363	-4365.994123710163	10.648711536559398	369.26131910457826	13.630329153890738	15.220777157775682	14.719200910189912	1.572345635540577	1.0	1.0	9.0	3.0	6.0	8.872405210298705	0.5826049000482707	0.6178922705761015	1.7995028293756212	0.0034615803886837936	-1234.0287894995283	-1191.5073421252923	-1940.457992085342	-55.726553801054216
1431000	0.10947750470661166	-4667.269765511646	-297.74751528302824	-4369.522250228618	9.588309717738078	22.382602222625895	11.189449457872927	7.092984105204309	5.66384653724436	2.0023816359392406	3.0	3.0	3.0	2.0	9.0	8.821493784348824	0.6589983093767647	0.6089614856012648	1.7320402050219639	0.0038171706012432036	-1232.7896757639612	-1192.7813759920173	-1943.95119847264	-50.701198203449366
1432000	0.07567492544615773	-4660.60840071884	-296.8183379600724	-4363.790062758768	10.096337030302076	17.6397414187639	4.260299115736142	3.439249573930323	5.4803159021679555	1.2344624489340128	3.0	1.0	2.0	6.0	8.0	10.002083223341161	0.6084267020664904	0.5492132377233487	1.8423600602101544	0.0039029184956579956	-1236.6888491520085	-1193.4826695677607	-1933.6185440389984	-51.263458489120126
1433000	0.10764542707116842	-4665.501362942064	-298.79958174563257	-4366.7017811964315	9.832497024605848	54.50027063534958	12.188452862596773	6.4207164591388874	2.481467583464955	1.7485416906774531	1.0	1.0	10.0	6.0	2.0	8.047459900399497	0.7439929790309419	0.5059232650129195	1.7500837559561322	0.0037369810581318846	-1235.0702247822353	-1194.9103701329436	-1936.7211862812528	-51.34889022314189
1434000	0.07484311433202961	-4665.585536551916	-301.52602723193365	-4364.059509319983	9.488477747889899	94.81972364503132	21.63527781636202	6.754171251827331	3.0702495960051874	2.3703347495793397	1.0	3.0	7.0	3.0	6.0	7.91397868292377	0.6434991596043868	0.5456010119259231	1.8108998284696831	0.003945018503038151	-1230.1044387524041	-1190.8914839086492	-1943.0635866589294	-52.22172791610384
1435000	1.4352690666662635	-4669.930674952118	-305.56664751135565	-4364.364027440763	9.655184557902444	1317.0056063817597	24.524377275490885	6.05790521909569	3.080629391731782	1.3340874916500045	1.0	5.0	5.0	2.0	7.0	8.521002531533034	0.5809302330936402	0.5531280976214902	1.8659416692848627	0.004384567422928576	-1229.947570134464	-1191.9621080460229	-1942.4543492602752	-51.46598244721972
1436000	0.42885949156978853	-4656.806303794203	-296.5018525891285	-4360.304451205075	9.403855420892185	481.11685531598727	13.375624469259188	5.168191387125517	1.6817382957613956	0.5100884259631436	1.0	3.0	6.0	6.0	4.0	8.521002531533034	0.6705336955712733	0.5195771401335536	1.8098891642951664	0.0039770364271333606	-1232.2824065623538	-1191.030411507445	-1936.9916331352756	-45.94990225970725
1437000	0.23082805415807517	-4659.5578354019835	-294.25684429779767	-4365.300991104186	9.504945127288783	40.25887236450996	15.693313997274403	5.383104347300791	1.170100986489895	2.07796694346714	2.0	2.0	10.0	5.0	1.0	9.906809484207455	0.7430760513893041	0.612838015287939	1.6440859333227502	0.0041893909470463895	-1232.4454923834123	-1192.2855239976025	-1940.569974723172	-46.994780438773034
1438000	0.2371025765863326	-4657.030414211895	-287.61042578567924	-4369.419988426215	9.307892200572477	40.434033803315735	4.814774738982377	3.091108134861324	1.5136726585345022	0.6685187207489992	1.0	1.0	10.0	2.0	6.0	9.11150589294579	0.6233646404140705	0.5423836077483855	1.8342517518375372	0.004536903604030943	-1235.4626645059443	-1189.1645366073665	-1944.792787312905	-42.93585543081979
1439000	1.3606416924934868	-4655.083010599748	-283.11269283445426	-4371.970317765294	8.297130622470652	26.963225501744223	6.316947751787058	2.7142040122077824	1.3208247482244215	0.41166809547434347	1.0	2.0	9.0	1.0	7.0	8.344686818850528	0.5925813343100931	0.5463162654107248	1.8611024002791752	0.004563614195416182	-1236.5853910637284	-1191.42901259613	-1943.9559141054356	-39.5613598336959
1440000	0.7789566129665411	-4649.899054903769	-283.0226641082118	-4366.876390795557	8.380611321480982	38.395716951449465	3.4510716875025493	5.302477265546624	2.1491277019574215	0.4242264272100709	3.0	3.0	4.0	3.0	7.0	9.913976198681933	0.5938442274383157	0.6603224797425984	1.745833292819079	0.004632006423168819	-1236.0797586424585	-1191.9119690008138	-1938.8846631522845	-37.2733411136055
1441000	1.0960464595740484	-4659.599162318563	-286.52398901922413	-4373.0751732993385	8.44694777768356	17.528587600654355	18.531120307940842	3.349840370751938	3.473778040530572	0.5281659587221211	3.0	2.0	7.0	1.0	7.0	8.532076411279728	0.698544013124519	0.5460958340655838	1.7553601528098903	0.005051538121330262	-1237.096884433762	-1194.7299543278966	-1941.2483345376802	-40.59336947557504
1442000	0.5542769535104668	-4658.5819610899425	-286.1432035834325	-4372.43875750651	8.498511879283523	88.91047011844786	4.729670259847675	2.7331873246158946	2.0097932546849093	0.22874248995087232	1.0	5.0	9.0	1.0	4.0	7.594385132654562	0.6081933220469651	0.5762208091015205	1.815585868851507	0.00406515494498973	-1236.622227560278	-1192.6378968241984	-1943.178633122034	-40.144449028423736
1443000	0.6602333910359146	-4655.215293012344	-285.18807754203306	-4370.027215470311	8.251854931706752	21.057180448631044	5.2428683594773675	2.675854259325773	1.6813402058062064	0.37013674484341147	2.0	2.0	6.0	8.0	2.0	7.796911464019202	0.5409723313912049	0.5572762928890507	1.901751375719737	0.0046029719610263045	-1234.138839596108	-1188.266507569228	-1947.6218683049744	-42.0127847935262
1444000	0.4914330844233312	-4657.562721344608	-288.5985740496476	-4368.964147294961	8.478024782904821	16.981114098407584	14.58944782290998	5.707816171409836	1.16752026818454	0.7497617404991539	3.0	1.0	9.0	3.0	4.0	10.55528709245491	0.6807918030385612	0.5617864703641124	1.7574217265973189	0.004992790391409843	-1239.3627540856041	-1190.1572761154391	-1939.4441170939172	-43.6451001600691
1445000	0.05020082392624481	-4653.840404457245	-288.23335238558815	-4365.607052071658	8.906511025863091	35.70511481945247	7.938322941242276	6.749856463705333	1.131024635866212	0.6153913082377364	1.0	4.0	6.0	7.0	2.0	9.95044965742151	0.5894133794696824	0.5436369052429618	1.866949715287348	0.004323727765409562	-1233.6673693910109	-1192.5647505060647	-1939.374932174582	-42.638009112700864
1446000	0.48464738312621547	-4655.924435927984	-288.8457536616445	-4367.0786822663395	8.658091197422054	43.272219811849844	9.610640912875436	2.312726800099096	1.2034590007557098	0.29007898931636544	2.0	7.0	3.0	6.0	2.0	11.152695283944093	0.5600087342197368	0.5314132037749263	1.9085780620053292	0.005021012130073417	-1236.924565231869	-1192.9148976550357	-1937.2392193794344	-44.129902447890096
1447000	0.5116035679261524	-4653.213972300199	-288.9502211570496	-4364.263751143149	8.246642784915997	74.2248456591092	13.370805727768916	5.294669807327738	1.073377059469029	0.09268256688421646	3.0	2.0	8.0	5.0	2.0	9.72535682062711	0.6182190691975825	0.5893499844901934	1.7924309463122166	0.005064558192086526	-1231.7371226972878	-1191.3382037577958	-1941.1884246880663	-42.606992199366616
1448000	0.20165069499240484	-4657.6527355523685	-290.9802859537454	-4366.672449598623	8.5039907063226	15.493463297472932	15.645135189061003	3.9861422489394416	1.3606901569854466	1.1594693708911816	2.0	4.0	6.0	6.0	2.0	9.72535682062711	0.5185895688331551	0.6555560833692673	1.8258543477975702	0.004736271339577942	-1234.601445193766	-1193.556446478004	-1938.5145579268526	-46.06717976974682
1449000	1.1761042156725923	-4648.851084463071	-285.36621630191735	-4363.484868161154	9.009674135842609	51.06176425305536	3.74818663429175	2.246916537367889	2.0085474421559937	0.48025234061428734	3.0	5.0	6.0	2.0	4.0	9.72535682062711	0.5710681327432108	0.5768175908368425	1.8521142764199392	0.004373425877475756	-1233.5163866086941	-1192.0995145094967	-1937.8689670429628	-40.332766010428
1450000	1.3458258514367916	-4657.384873325689	-287.4501389635746	-4369.934734362115	8.542010223665065	95.5831975280462	6.524123064004432	0.47732721119579113	0.7323300500023419	0.3222854733170263	3.0	10.0	2.0	2.0	3.0	8.876325392425962	0.6851910108823674	0.45701956882219175	1.8577894202954333	0.004592060001930217	-1232.9579642617136	-1194.8017511543476	-1942.1750189460536	-42.948086043850125
1451000	0.45367853010737624	-4656.382126612098	-287.0930582081967	-4369.289068403901	8.381504032402164	119.3898643434092	4.525396727569435	2.5957495414588205	0.8856634294326918	0.3632280900674018	1.0	9.0	4.0	4.0	2.0	10.513338588613937	0.5026608358556545	0.5374159087725102	1.959923255371828	0.00472290821188012	-1235.1023287069238	-1190.5240640947056	-1943.6626756022713	-41.21213548430028
1452000	0.11492212507329835	-4664.8327720813095	-292.75346226829987	-4372.07930981301	9.217532000676805	89.21459089092073	11.141331051405595	3.9433556433358783	0.8621679749402649	0.2491940057144072	2.0	6.0	6.0	5.0	1.0	10.387490693267761	0.5983956291286733	0.5382436097871001	1.8633607610842193	0.004354278446425365	-1239.7885020399344	-1193.7338843571167	-1938.5569234159582	-46.551381153274306
1453000	0.3165013145152349	-4661.39270089506	-297.6597435401149	-4363.732957354946	9.784991391577163	95.09691704899538	11.858422706418136	5.156694975194492	1.6977140472789625	3.664617516788452	2.0	3.0	7.0	5.0	3.0	8.526045573010274	0.5564000764259308	0.5438474410644223	1.8997524825096395	0.004465227217965608	-1233.320107306502	-1193.6306592896544	-1936.7821907587897	-48.458360061001066
1454000	0.23771926690721923	-4661.356947939503	-293.1007206714963	-4368.256227268006	10.15245584927864	31.010586579124688	7.255098787644987	6.207488473969309	2.001504289132216	1.4691871325437447	2.0	2.0	6.0	9.0	1.0	8.534008160984198	0.6024914433732531	0.5429072652000603	1.854601291426679	0.004006515413622182	-1235.8108176959604	-1190.0459052262358	-1942.3995043458103	-47.18210058958602
1455000	0.6516017846204631	-4658.066049621797	-295.9949230077955	-4362.0711266140015	9.819073746160809	42.815264938215826	8.55213170178687	4.377045347473371	3.7947595729060644	2.4315051620709043	3.0	1.0	6.0	7.0	3.0	10.40537295313057	0.5174951398879576	0.6071791459672351	1.8753257141447994	0.004295552625673243	-1234.019795317078	-1192.6219912976492	-1935.4293399992744	-48.704852302095816
1456000	0.3281652841499678	-4664.964023679732	-300.8936205386215	-4364.070403141111	9.568125037649175	113.75613716232051	17.347196826889707	11.779926202902791	2.859281354414437	2.6356729131475696	1.0	1.0	6.0	5.0	7.0	8.861864078353168	0.5924815635685605	0.621569866483572	1.7859485699478594	0.0037262940071144334	-1234.2794485065504	-1193.4224691857548	-1936.3684854488054	-50.618758852348584
1457000	0.9460266378184264	-4659.747230402714	-293.7344494074167	-4366.012780995297	9.306058086445447	20.67538633890729	9.047007735962561	8.599296538382394	2.329106853366665	1.7369338551686164	3.0	3.0	4.0	6.0	4.0	7.790208292231071	0.6608134213124418	0.44772888989565907	1.891457688791891	0.004219968133628993	-1234.694730876394	-1192.4349693329184	-1938.8830807859845	-47.76089914166609
1458000	0.48214988573526996	-4659.737079866579	-293.2291155193512	-4366.507964347227	9.022958921903767	38.36733545428139	25.502790089341637	5.677409027043773	1.7170984232468636	0.6568048169179527	3.0	1.0	8.0	1.0	7.0	8.051263232587013	0.5241067907049867	0.6505450945010199	1.8253481147939852	0.004006730652572495	-1232.1323127104172	-1189.2702051866556	-1945.105446450155	-46.50217328656012
1459000	1.3410574042300736	-4671.868608807944	-298.1904110119603	-4373.678197795984	9.195947060677637	27.700259032258387	22.182749607387837	10.335816502620965	3.4890715290928065	0.7046403907517023	2.0	2.0	7.0	4.0	5.0	6.500704913556538	0.5208930741729081	0.6985432500346382	1.7805636757924452	0.0038992841855235516	-1231.8987430378431	-1190.8335679170827	-1950.9458868410577	-50.92626121114888
1460000	1.1876304823822048	-4669.988225698693	-296.59538891818863	-4373.392836780505	9.121760297487643	35.8299869298116	14.150768901953473	3.8506635756410126	2.0766761426890943	0.3714013920221909	2.0	2.0	8.0	1.0	7.0	7.362665123322946	0.5447046907059607	0.6768451758765698	1.7784501334174612	0.004235022053228717	-1235.818154485423	-1190.559847459639	-1947.0148348354426	-51.06889766931447
1461000	0.25690755522073516	-4660.747873977844	-296.72471129433245	-4364.023162683512	10.389622469367787	42.05149006602288	13.560749390302044	2.452594206845014	3.937696685114607	0.8924336092772855	3.0	6.0	1.0	3.0	7.0	7.362665123322946	0.5665675832099244	0.56418866617456	1.8692437506155075	0.0034352168944782177	-1233.2188459656836	-1189.9639648327427	-1940.840351885086	-49.78156752951531
1462000	0.8786501394107233	-4665.333551530677	-300.20156071598876	-4365.131990814689	10.613815678389086	24.105240245642065	8.367893089234993	2.99123054765778	1.6359805251123427	2.4178116723396585	5.0	4.0	3.0	2.0	6.0	9.90758950085463	0.6270812630239224	0.5809524975659455	1.791966239410124	0.00359003152234416	-1234.3589679546262	-1192.5710203050141	-1938.2020025550485	-54.843134133688636
1463000	0.2022469939549012	-4661.955179775958	-299.0116993366782	-4362.9434804392795	9.909825191817614	13.01432370758329	8.49977007248552	4.246981833711357	1.796458469205831	1.5056506201946975	7.0	2.0	7.0	2.0	2.0	8.51622761308211	0.5764378952284952	0.649751201211048	1.7738109035604486	0.003929282966768666	-1231.2541481223843	-1192.7192678822923	-1938.970064434603	-54.89316513396353
1464000	0.45668337235769063	-4667.406588772759	-299.46312929436044	-4367.943459478399	10.98503840293514	45.37938220200829	18.550243961170747	2.348664691996038	3.1627753202448834	1.350748266644146	4.0	3.0	2.0	4.0	7.0	8.140149593229978	0.643350737570755	0.441168292677985	1.9154809697512518	0.0040564503127153645	-1234.2498216506938	-1195.1159129685147	-1938.5777248591903	-52.24281968684971
1465000	0.2585288722242951	-4669.490283880672	-301.7735844675222	-4367.716699413149	10.666196156765611	52.982212597129646	14.172285730127877	4.822954096375439	11.599199195480832	2.259035133451188	1.0	5.0	3.0	5.0	6.0	7.7218472306220445	0.6188246112426968	0.6861824631765744	1.6949929255807206	0.0036094917202249485	-1232.8124983452633	-1194.1770880491465	-1940.7271130187398	-51.647941068350065
1466000	0.46031785536119774	-4667.367837657537	-305.0148807161471	-4362.35295694139	10.488675689421699	40.94249673887639	31.744608144028373	12.459018580669524	7.088822892197346	1.6762229393210462	3.0	5.0	2.0	1.0	9.0	8.471053969055752	0.6224626953795666	0.604519409119779	1.7730178955006461	0.0036922158623041517	-1230.5847991292726	-1192.9657878660403	-1938.8023699460775	-55.28343836451186
1467000	0.09022240428552664	-4665.062163753695	-299.69377100962424	-4365.368392744071	9.511144750876504	64.0999871971698	2.9396381529030275	2.244616308832999	1.3354606610264659	3.7671183298123823	4.0	3.0	2.0	1.0	10.0	7.78066492038715	0.6013391283573208	0.60050455191002	1.7981563197326509	0.0036307280190770582	-1235.6834595527744	-1193.9731626767466	-1935.7117705145497	-52.66140530042564
1468000	0.09022240428552664	-4666.783516585026	-298.22968516284266	-4368.553831422183	10.090132234287948	43.881173053457736	20.857907829738878	1.5811560700718266	2.1664314391129564	2.87247229728772	1.0	5.0	2.0	1.0	11.0	9.645573783329308	0.6361658705114048	0.6128346847141615	1.7509994447744253	0.003880776041821827	-1233.9043663845132	-1195.5954770814587	-1939.0539879562114	-50.62554514969291
1469000	0.31544183035875406	-4663.178857052482	-295.1086684050018	-4368.070188647481	10.03809488356267	63.99339327868819	3.8159792271126864	2.7645995148991576	4.5211046475742425	1.8827614783811064	2.0	2.0	1.0	5.0	10.0	7.460557002040077	0.6002888147933374	0.5714510181680587	1.8282601670385956	0.0032129601746489268	-1231.9635158245842	-1190.3816917881052	-1945.724981034791	-47.82221488138427
1470000	0.3463208466357224	-4670.032849594658	-300.3696902296698	-4369.663159364988	9.409057661663688	152.5770694320935	141.1434285619629	5.8338005374230875	4.461241634144989	1.0354637490841045	1.0	2.0	3.0	8.0	6.0	9.440136609539119	0.6002888147933374	0.5714510181680587	1.8282601670385956	0.00356523854079555	-1234.204430575475	-1195.5373319699381	-1939.9213968195752	-47.6387776160051
1471000	0.8030240069476995	-4665.083492128941	-300.2123781726884	-4364.871113956252	10.144134163776908	61.68225070411498	104.85950269112274	3.9373335541313055	3.5859540477094103	2.1873472716681306	2.0	1.0	1.0	12.0	4.0	9.61003678646806	0.4979120824381799	0.6231976321000255	1.8788902854617862	0.0033322064190635975	-1234.9340359312966	-1192.1017849510224	-1937.8352930739327	-48.88864192721602
1472000	1.0313881657245885	-4665.374962103289	-298.0254386183589	-4367.349523484931	11.526831208585282	100.16463125476302	21.186781050894194	28.809979953611244	3.2954146233358337	0.7922411181487552	1.0	3.0	1.0	9.0	6.0	7.614491539988291	0.5851169229249923	0.5636156007292078	1.8512674763457917	0.0033821058394656912	-1232.685047207365	-1193.964987609698	-1940.699488667868	-46.99049413050601
1473000	0.8886165898104266	-4676.666833247456	-307.9909088172142	-4368.675924430242	10.420657896488882	87.35767873056992	95.70869044005285	39.96790577246776	3.283588539664643	0.8423230158393628	1.0	3.0	4.0	8.0	4.0	10.118280632885131	0.5172320505588345	0.5710496851031992	1.911718264337958	0.0035815621951165487	-1237.094652554877	-1194.0044724265247	-1937.5767994488408	-55.18783517121845
1474000	0.5654247140666073	-4673.527661093088	-303.5789468069053	-4369.948714286183	11.33789790263489	465.99033413167524	28.426693931287613	10.257759065621665	1.909504340768279	2.3263209145742274	1.0	1.0	3.0	13.0	2.0	12.483884116508388	0.635176050843926	0.6167097206778733	1.7481142284781923	0.003358487800914774	-1238.3227890544276	-1193.209696651818	-1938.4162285799373	-50.35917275571187
1475000	0.7734095701572166	-4666.8320546382665	-297.04574386650404	-4369.786310771762	10.218678610525446	71.96637333106729	55.342249955786144	4.276557163512832	2.0062766118472135	1.2326774158182598	1.0	1.0	7.0	9.0	2.0	12.483884116508388	0.5807028385041267	0.575861857860785	1.84343530363508	0.003778926977506541	-1236.2976671591146	-1195.7920369210583	-1937.6966066915897	-47.617612264892315
1476000	0.11795441986156874	-4665.918859804298	-302.17629821350357	-4363.742561590795	10.346055580974772	263.6123679317675	18.789092113977663	5.5601154057623345	1.5712807462890992	3.15722059565572	2.0	3.0	8.0	6.0	1.0	8.534643760809294	0.653352025564903	0.49920314352431894	1.8474448309107696	0.003517932689908285	-1233.550309883487	-1193.3550869587211	-1936.8371647485867	-50.864783491734144
1477000	0.46311571715783584	-4667.644960452155	-301.0295078299656	-4366.615452622189	10.777982980165826	29.387424734593107	9.325684132730261	2.705225821468133	2.780240629460504	3.595412211426639	1.0	5.0	3.0	5.0	6.0	10.481074641549286	0.6359378984270645	0.5795481108194439	1.7845139907534828	0.003314868918734305	-1234.8281045293513	-1194.4801903957011	-1937.3071576971365	-54.48144776875807
1478000	0.16430937208422036	-4662.5926779210995	-299.54762086482936	-4363.04505705627	10.943416629132697	38.77093585596042	9.42674008163781	8.962982764872063	2.275389122130641	1.4694813298434433	3.0	5.0	1.0	6.0	5.0	8.71974674757278	0.64981195423421	0.5795481108194439	1.7706399349463373	0.0035110417105196747	-1232.5617677497467	-1188.5891066517154	-1941.8941826548082	-52.45575112453238
1479000	0.17385852857629924	-4659.651985631659	-298.15942367024263	-4361.492561961416	11.270463229021658	53.394749111492494	3.7720096013180227	5.173999093489235	1.7251402808625287	5.713190843617044	2.0	6.0	3.0	6.0	3.0	9.666012984533802	0.5811216234234275	0.5417721740757838	1.8771062025007799	0.0036278568519541826	-1235.715499882618	-1192.7406246730134	-1933.0364374057842	-49.0728349352939
1480000	0.705135696006804	-4670.554541572138	-305.8855084321887	-4364.6690331399495	10.754062523224443	368.65701937016644	4.049767805087334	7.0569322891827575	1.7094806818600907	2.2847549790525887	2.0	5.0	5.0	5.0	3.0	9.666012984533802	0.628012561487341	0.5472386066583481	1.824748831854302	0.00350463942463136	-1234.6273662134445	-1194.1382881983177	-1935.9033787281871	-54.31749139001019
1481000	0.23378037405530172	-4667.2261139126695	-298.99445413583646	-4368.231659776833	11.347723682904872	60.6814187451861	6.315675311517859	3.3503810958507274	0.9640966333226382	1.9084931743980744	4.0	8.0	2.0	4.0	2.0	10.31059406105952	0.7823153868169226	0.5042193648040435	1.713465248379025	0.0029568941840749682	-1234.0803100712656	-1190.9256580352085	-1943.2256916703589	-52.274063412654236
1482000	0.02391369865444659	-4657.826656604828	-297.45023432488983	-4360.376422279938	10.547126034175154	37.01011658579809	5.815237506804974	3.990484167612401	1.9681366384883348	1.542249119508337	4.0	3.0	9.0	2.0	2.0	8.067901232153561	0.5727820330953215	0.540955318420173	1.8862626484844964	0.003302867969396335	-1231.2882765213042	-1190.7070536669137	-1938.3810920917201	-51.9398140403412
1483000	1.1195145321557094	-4660.202461729126	-293.0402832575956	-4367.162178471531	9.82418991838802	35.81920810556138	6.1561230364829145	3.7107686684367907	0.6295041285969394	0.9350164444030138	2.0	3.0	9.0	4.0	2.0	9.400047808887042	0.543932813282865	0.5714150319365779	1.884652154780548	0.0038646639530398267	-1236.4445051267219	-1193.2192620837043	-1937.4984112611044	-48.28861911620707
1484000	0.7295092704003516	-4661.253284938619	-291.0052909272967	-4370.247994011323	9.793838697064478	118.83249228085317	3.6367892790020853	3.6932587705435123	3.9927044572572754	0.547638210852525	1.0	5.0	7.0	3.0	4.0	7.949188763312738	0.5951946960271	0.6453282532562423	1.7594770507166486	0.004062483920230568	-1234.8615528978244	-1193.1095687269976	-1942.2768723865008	-42.87183242748148
1485000	0.5574414508954693	-4660.543971147886	-291.7522738971592	-4368.791697250726	9.689521259220037	39.118216875906725	3.9691757804125136	5.668903849207844	1.4895879458251462	0.6563684800614804	3.0	6.0	6.0	2.0	3.0	9.657722707313454	0.5983381854394422	0.6055373105129871	1.7961245040475615	0.0035680052168807906	-1234.7400867821893	-1192.1662033791515	-1941.8854070893854	-46.147675917093885
1486000	0.30745384100546364	-4660.221034282922	-298.2636986810746	-4361.957335601847	10.612192202153999	75.34885934689464	4.770255453774882	2.948532821676179	2.2889221587154815	1.3320499411525584	3.0	3.0	3.0	6.0	5.0	8.42344290205653	0.6507871140296324	0.48673523454246026	1.862477651427898	0.0036965170093916557	-1235.6471810400647	-1190.62804875703	-1935.6821058047528	-51.71846068851143
1487000	0.11032394417780056	-4661.186585954725	-296.80817052210864	-4364.378415432617	9.616700606511936	17.928906796345714	4.959439129897317	3.5757403174551285	2.3677446664023134	1.4934509149329789	4.0	2.0	3.0	3.0	8.0	9.277241667635648	0.5855422426456729	0.5822026185882427	1.8322551387660753	0.003603239046313743	-1236.056535004593	-1193.1950742344525	-1935.1268061935716	-52.52133432900854
1488000	1.2180652029743517	-4666.056967927029	-291.5648816936631	-4374.4920862333665	9.412156763787392	26.181049347465464	2.789095226004056	4.556424684961517	2.1831158675970577	0.8800690796978535	6.0	1.0	2.0	4.0	7.0	8.958757242482362	0.7817202781832908	0.5817063913397212	1.6365733304769787	0.004702724166654308	-1235.477227795238	-1192.2324847486302	-1946.7823736894986	-46.63821818099986
1489000	0.4110211287103258	-4661.203189057593	-299.64476476927337	-4361.55842428832	9.190061160983555	18.331836803673784	24.953085878063405	3.4886822999117526	6.008980873811793	1.5671792892275884	7.0	1.0	2.0	2.0	8.0	9.445588087051622	0.5944622809334056	0.6007808428919853	1.8047568761745998	0.004727400267908926	-1232.1336115240476	-1189.098345531658	-1940.3264672326138	-51.57942672070302
