# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153533173]
state	age(CHICKEN_HEBEI_326_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
24000	0.7811622663204323	-4715.607143555601	-342.8395503726548	-4372.767593182946	28.54262980122846	402.62909217538754	12.252664666485613	15.257010402729197	35.91783749458641	2.3419421288910116	2.0	4.0	2.0	9.0	3.0	7.733628476627869	0.6819487868847436	0.488893421213077	1.8291577919021795	8.614954237027927E-4	-1237.0474940627803	-1194.5887860465918	-1941.1313130735741	-86.03239520933391
25000	1.6362951229061866	-4716.677824545448	-342.7721307116229	-4373.905693833825	29.677090151005004	337.0373161378557	44.899645510354915	17.518112416760033	25.82850925870066	5.726202490149027	1.0	6.0	6.0	6.0	1.0	10.314698353792545	0.7115885000988441	0.5328243711356448	1.755587128765511	9.369834823966958E-4	-1235.2277657695272	-1193.0669268500571	-1945.611001214241	-86.40105028308805
26000	2.7402751260660105	-4714.482931451282	-338.641410747275	-4375.841520704007	25.784639440417987	385.6062801539462	33.43669201355856	24.110980490996468	18.06198131701616	13.608725204540763	1.0	8.0	5.0	4.0	2.0	9.17401835679002	0.725064552283799	0.518407555314736	1.756527892401465	0.0010366585770784672	-1240.784797150096	-1194.5428795315747	-1940.5138440223366	-82.36039204681506
27000	1.6216798828101247	-4721.398323665172	-344.65029371362886	-4376.748029951543	27.20528137678162	575.9322904310965	47.41017376900272	14.824343950573585	32.58987730343349	20.7188792614117	1.0	9.0	1.0	7.0	2.0	9.417943501714579	0.5951642577980749	0.6409037294188037	1.7639320127831213	0.0010250991058350593	-1238.521415992282	-1193.6192268296277	-1944.6073871296335	-86.16892791076702
28000	0.1882087599417388	-4727.037204592567	-352.07960386256013	-4374.957600730007	31.153557350971727	1068.8272554623982	48.21493361744784	26.084319393612265	19.59227771897016	63.00419634931469	1.0	11.0	1.0	6.0	1.0	9.03935871629463	0.6111882793915899	0.6540125020735056	1.7347992185349042	8.309609649412782E-4	-1235.497146443806	-1195.6803144781425	-1943.7801398080585	-91.00574207252443
29000	1.2915009016441887	-4725.911084427063	-349.7686068257692	-4376.142477601294	30.949205792352533	776.0689173232869	34.028097974809825	32.35123143575414	28.359115592466733	24.46208565137768	1.0	8.0	1.0	8.0	2.0	9.21550756122823	0.6111882793915899	0.5302170545986918	1.858594666009718	8.086099532013361E-4	-1235.037130611476	-1194.6672035681245	-1946.4381434216932	-90.89818851903595
30000	0.4450078824921402	-4717.365391045568	-342.4201025709893	-4374.945288474579	30.823435419739557	240.41173704140786	25.636102485332888	23.394152020251628	14.108150362552378	7.218130495147555	1.0	6.0	7.0	4.0	2.0	9.838212371897296	0.6298951067115544	0.5845351617261654	1.7855697315622798	8.822901035806155E-4	-1234.2163697084427	-1196.0519291963894	-1944.6769895697462	-87.73350001338235
31000	0.9824383413521109	-4715.219124218848	-341.2507408572303	-4373.968383361618	25.362898109224982	455.6570364777432	12.850214453123861	15.69938327763316	15.688459629249357	36.28526811298209	2.0	6.0	6.0	1.0	5.0	13.696359327039017	0.6298951067115544	0.6044372641975015	1.7656676290909437	0.0011125516185464058	-1236.2910265375754	-1196.6749884491976	-1941.0023683748454	-83.509622497446
32000	2.4008041410960987	-4709.3089755075325	-334.32865549624034	-4374.980320011292	29.03250199446286	238.38580050933913	18.05770203523707	20.078264733624863	15.73087267128071	15.246012110304507	1.0	6.0	2.0	6.0	5.0	9.805904072493057	0.6386590750218226	0.593277696943814	1.7680632280343629	0.001108224915963958	-1238.3642376356042	-1199.061297819369	-1937.5547845563185	-79.2502452634665
33000	0.2344856789158838	-4703.823045745438	-334.9684492615104	-4368.854596483928	23.718052817168978	120.64289849439832	16.54960650401352	35.923408508791624	10.040914266988155	8.969353706372358	1.0	7.0	6.0	5.0	1.0	7.396052439099602	0.5479131894401629	0.5516756030868167	1.9004112074730202	0.0011392520229870295	-1234.958885664397	-1192.687527551736	-1941.2081832677948	-80.94828577237558
34000	0.3050442955564734	-4705.994227379244	-336.7692235166291	-4369.225003862615	23.362279793435942	131.02432758600673	32.28175904161683	17.908150688441047	27.857882208827625	10.428832430984764	1.0	2.0	11.0	3.0	3.0	8.788842599280285	0.6304371831949483	0.689655726053934	1.679907090751117	0.0012267903875975796	-1234.5250555944235	-1194.6522715916067	-1940.0476766765846	-82.16850949812016
35000	0.3342405995324299	-4702.11171516018	-334.24985752636945	-4367.86185763381	21.27595255477901	157.9800391498077	128.73818047580653	21.825555675293106	7.609321697478238	13.145949631467028	1.0	3.0	5.0	6.0	5.0	8.946332070698611	0.5973295114275466	0.6386735443210173	1.7639969442514354	0.0013839008000175314	-1234.0998261356103	-1194.5762567467755	-1939.185774751425	-78.64424090927558
36000	0.3507400928405293	-4702.828841302884	-335.8537215818375	-4366.975119721046	21.514058044215492	110.5718283765465	16.858295962295646	30.727816164902617	17.987241486556233	27.82318758676366	1.0	7.0	1.0	5.0	6.0	7.4520456386677765	0.6662525480531394	0.4859628511287444	1.8477846008181154	0.0013713787980287075	-1233.713509102456	-1195.1352130410205	-1938.1263975775694	-80.92834031862992
37000	1.096336469950615	-4699.1131878655015	-326.6585180815888	-4372.454669783912	18.96359248074252	121.03490510349465	27.258500867162784	6.60711577181745	9.2528469786746	14.74438912609015	1.0	5.0	2.0	1.0	11.0	9.451213016081798	0.6479044352916727	0.4993800567378132	1.8527155079705133	0.0015491658523398447	-1236.8096497187112	-1196.2399515173095	-1939.405068547892	-73.68173035524096
38000	1.4701544001668942	-4706.803481223189	-326.21876758358985	-4380.584713639599	16.699361671197273	304.6118015788991	16.2972010608694	19.17404681546194	14.711545038207694	9.015823893857807	1.0	3.0	2.0	5.0	9.0	7.347912660506631	0.5183694869532972	0.5591369771725543	1.922493535874148	0.0016271502236123816	-1237.2077751639433	-1190.9910382540363	-1952.3859002216188	-71.48445312012944
39000	0.0782984797212849	-4697.1787829182085	-323.8312105940318	-4373.347572324176	21.36949287632506	248.330284493658	9.478854274964105	7.611967488171001	14.041492389280883	5.837934951909625	3.0	3.0	1.0	4.0	9.0	11.416713465537415	0.649825104999195	0.4669090532350772	1.8832658417657275	0.0015172530793424737	-1235.2579479451872	-1199.9588732348893	-1938.1307511441003	-70.08566103623846
40000	0.920158746982818	-4699.61975098265	-327.11083777791737	-4372.508913204732	20.771942069051615	143.49046889049376	20.008183430052078	18.229714385435233	11.849355625888743	17.310220315200834	1.0	3.0	6.0	2.0	8.0	10.875628871827706	0.6137100805207102	0.6263757586849996	1.7599141607942896	0.0014436955396207268	-1235.7476409245592	-1197.0806882834047	-1939.6805839967683	-73.00038725986813
41000	2.0475693608496166	-4699.3682362995105	-322.33140845255883	-4377.036827846951	21.233999076559375	239.83089854930645	11.057737422829895	10.856111973731608	4.808224914235817	6.308899453122326	1.0	7.0	5.0	1.0	6.0	10.875628871827706	0.5851381627620555	0.44432973141518417	1.9705321058227596	0.0014703727763265507	-1237.956415736412	-1201.042658547693	-1938.0377535628465	-69.58543684902983
42000	0.15413502564391712	-4706.889071696811	-331.6282864590818	-4375.260785237729	22.772156598438254	484.37714446571397	23.103770464099867	15.174680195458587	17.347846039997656	15.476036493900867	1.0	7.0	2.0	3.0	7.0	7.190786553727231	0.592482321972621	0.6677998506904399	1.7397178273369385	0.0012655604128754808	-1236.5492201864258	-1197.2028976665235	-1941.508667384779	-75.57834192919361
43000	0.9453981992892764	-4709.88472165592	-334.3530694319136	-4375.531652224006	20.679534489167796	228.58580046640745	15.474210981416915	15.748555941961424	18.70883821702583	11.117630921935072	2.0	6.0	3.0	6.0	3.0	7.637029585232363	0.5769313872661705	0.566366923098121	1.856701689635708	0.001312732677328008	-1238.9410409386583	-1193.2776033084583	-1943.3130079768896	-79.90516747202214
44000	0.5810090234353513	-4705.078732189656	-334.5546725469342	-4370.524059642722	23.4716058055061	222.70419077792454	23.316813378341557	27.570472944664687	16.91262699443446	6.726132397498102	2.0	8.0	2.0	7.0	1.0	8.459776724589696	0.6385949263058984	0.5047033840583931	1.856701689635708	0.001134957644231589	-1232.7555700767468	-1193.7462329493944	-1944.0222566165805	-79.75691219821485
45000	2.128994608495867	-4720.035995895796	-345.9262405369758	-4374.109755358821	27.423031858545755	105.40236307947174	41.71900626952468	19.754657090950058	7.173522690708953	27.64906008689986	2.0	6.0	8.0	2.0	2.0	7.433293252761157	0.6777565399571781	0.6329257351263152	1.6893177249165063	0.0010473639003748417	-1234.078023896998	-1196.5439492775486	-1943.4877821842738	-90.57467327910804
46000	0.3875023788856218	-4710.683149407836	-340.94509358062805	-4369.738055827208	23.461840448120178	414.62145640062295	24.45239050691969	20.23523099114877	22.081317252346214	26.695437619893593	3.0	6.0	5.0	4.0	2.0	7.8251969459375905	0.6151501878078599	0.5802930867551752	1.8045567254369645	0.0011580470172211366	-1233.0022642587082	-1194.388824771313	-1942.346966797187	-84.08891563517852
47000	1.1506818867130726	-4701.124345634089	-332.2210965997691	-4368.90324903432	23.47409847845573	107.59391167362918	18.179930155512167	17.364370220001877	22.152865026998757	9.894739619387181	2.0	11.0	4.0	1.0	2.0	10.548280431527413	0.6244204038746419	0.5339916454594158	1.8415879506659418	0.001087225219537493	-1235.5303612318344	-1194.6233120952995	-1938.7495757071854	-78.55066038886771
48000	0.8899087756087163	-4704.705143962639	-331.9022932344798	-4372.80285072816	19.409633161568507	750.1165317754409	13.390277430106599	36.690837054431526	28.03143885813249	3.133552468917518	1.0	15.0	1.0	2.0	1.0	10.4763445330365	0.6159759483274659	0.5360833693452126	1.847940682327321	0.0013342284236830832	-1237.501427906145	-1195.4427965912225	-1939.858626230792	-72.89008588498487
49000	2.390947601846869	-4702.890350508137	-329.32864119659115	-4373.561709311546	21.880547385935948	244.4293380657967	9.52272473560785	10.434586554655905	9.269611883081787	5.694887687885211	1.0	14.0	3.0	1.0	1.0	9.17120173540666	0.5787467858727865	0.6096298730244025	1.8116233411028106	0.0012441314398765582	-1238.0406698364525	-1194.8630211946138	-1940.65801828048	-76.39323173068773
50000	1.4347694444671155	-4703.559400038844	-325.40868075044693	-4378.150719288396	23.62669368269966	183.58394686177047	6.765403751369294	8.627707480652568	5.89724305242793	12.459975595700577	1.0	11.0	2.0	1.0	5.0	9.17120173540666	0.755158989212096	0.4033772834748217	1.841463727313082	0.0012078267634429809	-1237.8025485894227	-1199.6816067246875	-1940.6665639742857	-72.55898149393587
51000	0.6323717140183871	-4701.446107768191	-326.03756722587843	-4375.408540542312	24.060056577884605	333.96950388089147	10.368329613127628	20.822550770261927	4.737205236848143	11.801625478655994	1.0	8.0	2.0	2.0	7.0	8.32948877650478	0.5649083274444376	0.48235834846803416	1.9527333240875278	0.0012135500171890094	-1237.6832701113915	-1196.046094656835	-1941.6791757740862	-70.34881997623762
52000	1.5530141312966168	-4700.028077811839	-332.2751456328962	-4367.7529321789425	21.42716298729282	73.26902323444232	23.41827536500302	16.737651395325685	15.60603765130665	9.68172956883516	2.0	5.0	1.0	3.0	9.0	8.566488130194484	0.5917439389675967	0.5896013730203319	1.8186546880120709	0.0012621932382035136	-1235.7399626925317	-1194.8268655879394	-1937.1861038984719	-79.97454612618985
53000	0.4020312833866131	-4710.006616720881	-336.66099559333935	-4373.345621127542	22.646747633643223	216.40048757269284	31.211560735844035	19.759842415813303	9.966967320920197	21.464195652110856	1.0	1.0	10.0	1.0	7.0	8.351350304328117	0.5254569977333905	0.5540375885203438	1.9205054137462654	0.0013007269564616	-1233.9336920513092	-1196.7685778637308	-1942.643351212501	-81.36682210686588
54000	0.4020312833866131	-4712.109674743837	-335.359967040522	-4376.749707703315	23.153806090004554	219.46407802028432	233.93441934122808	11.48647692501222	10.99385369580565	6.7596861696732455	1.0	1.0	8.0	8.0	2.0	8.345986582399474	0.5548725057848649	0.461407232621967	1.9837202615931677	0.001190084911108246	-1240.4497882884593	-1194.4473243178254	-1941.8525950970304	-79.21674282086927
55000	2.5356165945391034	-4709.5490210004555	-333.16462948583614	-4376.384391514619	18.210747870537794	295.26454461403154	207.84518103146618	18.630178720290708	7.163991098633346	8.334928008926296	1.0	1.0	10.0	3.0	5.0	11.163455947328925	0.70801183512301	0.540564996720885	1.7514231681561048	0.0016191045455807732	-1237.3316591181162	-1194.792825036506	-1944.2599073599968	-76.54553964675799
56000	0.275668445450737	-4702.039217717735	-335.1793083171775	-4366.859909400557	19.497509361408582	236.451358919838	32.723448301899104	43.174854562065384	10.752016629891214	4.790488940490089	2.0	3.0	7.0	6.0	2.0	8.650083426613328	0.5344167296109084	0.5527775361536735	1.9128057342354179	0.0014007622772783499	-1233.9396959444007	-1193.1865533925873	-1939.7336600635688	-80.05094417021232
57000	1.0782313172295728	-4696.75114849589	-323.68978736410156	-4373.0613611317885	19.571500663876176	179.07325868291883	4.332396326226803	12.14061166360109	5.308355443666319	2.887535826292522	2.0	3.0	12.0	2.0	1.0	10.864884713474133	0.6446670665871483	0.5882128176024791	1.7671201158103724	0.0014694560428825663	-1236.6089102199214	-1197.11746785059	-1939.3349830612767	-71.23051396980587
58000	0.11431123531214071	-4700.449027560228	-332.3195272068821	-4368.129500353346	21.264787071898812	86.10835806614335	44.88628748106256	25.126204177340714	18.174797989384523	16.163217531048492	1.0	1.0	11.0	4.0	3.0	8.623592567386046	0.6446670665871483	0.5157758345283507	1.8395570988845007	0.001462931434180139	-1232.103432862412	-1191.5523900173637	-1944.4736774735702	-78.37351152161443
59000	1.3064042183545723	-4698.9694010560515	-330.8270437629392	-4368.142357293113	19.607009545481823	84.38923657640302	36.96156331545679	14.099244311224531	19.569565368776065	28.19907212940678	1.0	3.0	11.0	2.0	3.0	9.390462748263209	0.6106858300683184	0.5661009144991691	1.8232132554325122	0.0015435370647550698	-1235.2865759476992	-1193.686466169785	-1939.1693151756278	-76.57958633838327
60000	0.061441310789897896	-4697.706476123412	-325.4127254581836	-4372.293750665229	16.999680695852103	180.76087784453173	39.76986590325974	16.42915370831596	17.09861302966734	7.800205153566863	1.0	1.0	10.0	5.0	3.0	9.775541362590868	0.7176281365139198	0.4790919935234396	1.8032798699626404	0.0016060695898791194	-1235.1250052694916	-1192.864507440536	-1944.3042379552012	-71.02876146263159
61000	0.32161190239113835	-4701.431946049555	-321.5851137876017	-4379.846832261954	14.71900408187261	155.2160103514995	102.58150152102728	8.263091457032068	7.877574282715623	3.6265901128824116	2.0	1.0	4.0	5.0	8.0	6.024953939673623	0.6445404270168295	0.6768777109168408	1.6785818620663295	0.0018357456037393287	-1241.262476842053	-1192.3803096284607	-1946.2040457914397	-68.47942254961536
62000	1.1733560834170822	-4693.181585657883	-320.6740738881633	-4372.50751176972	16.867774527245306	82.2840141443574	35.2668743581955	8.982957229378664	11.996022659488874	3.2299076806914937	3.0	1.0	1.0	10.0	5.0	7.549689927300261	0.610353245316016	0.5642162251381175	1.8254305295458666	0.002071124644050116	-1233.634264830151	-1193.0303759403146	-1945.8428709992545	-69.0428744814692
63000	0.24751384628312365	-4696.061390853066	-325.1607500800112	-4370.900640773055	18.208471258568743	149.90132854177423	34.08832711670201	23.787847805399018	14.329139492592239	4.406957093423953	1.0	1.0	5.0	6.0	7.0	8.250904576873948	0.5775486758935879	0.6933578424532192	1.7290934816531929	0.0018338408541433452	-1231.6190189241004	-1195.883536301662	-1943.3980855472928	-71.57637915905694
64000	0.40975389260539835	-4696.522401039133	-326.3098020190507	-4370.212599020082	17.382828324026388	199.31162561479076	59.57871157322621	22.332400585293	8.483048660866842	9.889358024233387	1.0	2.0	1.0	14.0	2.0	11.994531115541124	0.670779230385504	0.5966439277307779	1.7325768418837182	0.0017690191249716248	-1235.6043037873396	-1195.9129821043034	-1938.6953131284386	-71.42630237513413
65000	0.0013935202583037765	-4684.518785768595	-319.30533209992484	-4365.21345366867	15.712330558518634	137.70834010517675	64.51604057037605	40.43097076695451	6.816603723138631	1.8187222779362924	2.0	1.0	1.0	12.0	4.0	9.497582878124712	0.6040258074516057	0.47506516845571756	1.920909024092677	0.001954037605958089	-1234.0373710897554	-1196.1059153886797	-1935.0701671902352	-65.62905332721347
66000	0.0013935202583037765	-4692.3478648575365	-323.16791482997667	-4369.17995002756	16.591812481516598	176.5907011530531	287.9887507908156	15.218468634864916	5.8307436587530495	2.2084747854968163	1.0	2.0	3.0	9.0	5.0	8.8695608445587	0.700683537956546	0.5468851061462543	1.7524313558971996	0.0018279376179747412	-1237.3008927643389	-1193.8440517769404	-1938.0350054862813	-67.7849652047474
67000	0.5248332206920434	-4704.400308272121	-329.1738672281895	-4375.226441043931	15.948444445356946	489.79642788133884	71.06920662351374	8.20375737568219	13.180339172427008	10.059192784874117	1.0	3.0	1.0	14.0	1.0	10.8207168108204	0.5943046053602301	0.6380272395585981	1.7676681550811717	0.001899461643860325	-1236.1838922310328	-1198.1742858377374	-1940.8682629751609	-72.56859113107053
68000	0.5269457503797765	-4693.99212123958	-319.0108847979741	-4374.981236441606	15.080140976653215	176.50992423570563	124.8185146203538	5.4468407138299355	6.461831229549029	3.440913351746879	1.0	1.0	1.0	13.0	4.0	9.137925296077974	0.6315648574306036	0.6007669874882245	1.7676681550811717	0.002002292045192396	-1238.0505788900032	-1193.2268468216455	-1943.7038107299566	-65.33575025713296
69000	0.6977160092408607	-4686.433782026415	-312.6266282337112	-4373.807153792704	13.877174146398568	79.66795792412042	13.588890668627375	4.789704462997561	5.15946548038178	2.5940350649382466	2.0	2.0	2.0	12.0	2.0	7.08681634190712	0.7748512031129077	0.4898160110616937	1.7353327858253982	0.002226150058941369	-1235.4358404540344	-1196.6538517320923	-1941.717461606578	-63.73458115147102
70000	1.2975174094365531	-4693.088526137834	-322.36060897220983	-4370.727917165625	13.735350386962011	78.99703506209208	39.25422223215911	22.03377199729839	12.143653749769046	14.045369027162963	1.0	3.0	2.0	12.0	2.0	6.950175187163787	0.6509482522049252	0.6483145603959299	1.7007371873991444	0.0025428738343617288	-1235.6560154806562	-1193.9073517799193	-1941.1645499050492	-69.39911314747155
71000	0.8172163672124049	-4683.592065072319	-315.9108679036314	-4367.6811971686875	13.504713075277008	81.02057407846853	47.48932391087887	6.536078413017547	10.92416886960945	3.8238865337781767	1.0	1.0	4.0	9.0	5.0	7.99868975430293	0.6629109070728668	0.5745979112550691	1.7624911816720639	0.0024364475360714125	-1235.5642399967278	-1195.385378197651	-1936.7315789743086	-63.90967947112723
72000	0.5951223289625837	-4685.37931972578	-317.921182938845	-4367.458136786935	14.588190635687342	60.01156111289446	18.15014882628692	10.114614642722291	11.50281220053046	3.949313264028037	2.0	2.0	2.0	7.0	7.0	11.426090179815283	0.5906283616105877	0.6853289608722654	1.7240426775171462	0.0018867422641279808	-1231.3383803035338	-1193.1845190487697	-1942.935237434632	-67.04214817995805
73000	0.5951223289625837	-4695.615196197818	-321.7375618994773	-4373.87763429834	18.04512584925381	61.057075941874146	36.173586185799756	16.722009555893333	8.075872022068006	5.243759011934923	1.0	4.0	3.0	2.0	10.0	11.15903373141226	0.7292017755223764	0.543754393053902	1.7270438314237209	0.0017735182918833141	-1234.7501411024389	-1194.5594570323592	-1944.5680361635427	-70.16226221157655
74000	1.0129876211311486	-4677.655908101866	-308.96011628242127	-4368.695791819445	13.741034254112439	281.40077577645275	21.81953355138433	9.862900750098184	5.177638702201165	3.918366165901602	1.0	2.0	1.0	3.0	13.0	8.644569668616962	0.5549716435635371	0.5741303779876425	1.8708979784488196	0.002358099170712776	-1235.4647819620925	-1197.1555850002562	-1936.075424857096	-56.43787283411683
75000	1.0129876211311486	-4681.526214488847	-314.6190918546055	-4366.907122634241	13.200651055727826	40.37654173279179	68.09563765928291	8.643360553671464	3.111857531199999	8.124169607363577	1.0	2.0	3.0	2.0	12.0	8.48516170494019	0.6337512608809457	0.5358084979329141	1.8304402411861391	0.002341854379349609	-1235.3731993313409	-1195.082710281569	-1936.4512130213313	-62.52865411474256
76000	1.0129876211311486	-4686.166323270937	-313.3377875710288	-4372.828535699909	13.95220865050004	42.19694629895773	40.18047197140733	10.852294936550903	4.098331356302041	5.848907910653963	1.0	2.0	2.0	4.0	11.0	9.34329632730229	0.6558330909823025	0.6097087317381255	1.7344581772795706	0.00225835024999177	-1237.347266841069	-1196.025623787512	-1939.4556450713278	-62.84449403673929
77000	0.9459997464332295	-4670.259997713172	-302.28506428030806	-4367.974933432864	11.616799849191072	61.595544809699916	8.805022108928457	2.6913677820712247	1.8471934476939054	2.1405250634328303	3.0	7.0	1.0	3.0	6.0	8.283848360897005	0.5595167887424211	0.4696811055101188	1.9708021057474585	0.002735644595607103	-1233.6992946737955	-1194.538711696834	-1939.736927062235	-55.59827865258695
78000	0.9459997464332295	-4676.859604025751	-307.4618941835354	-4369.397709842216	12.932136224638134	41.492419038037326	10.56236078695582	12.351244154617723	2.4306872390919514	2.5634815855738213	2.0	9.0	3.0	2.0	4.0	9.850243111228092	0.6777338694230801	0.5773499588272724	1.744916171749646	0.002992392561599481	-1237.0003761262417	-1194.368606501729	-1938.0287272142452	-59.03028505677158
79000	0.12411042982919285	-4675.054235531434	-299.47666571031846	-4375.5775698211155	11.840842636113136	40.43971299352677	6.998928399826418	0.9360795500527039	2.037411566281089	1.0101207401139418	4.0	7.0	1.0	4.0	4.0	7.490104088162317	0.5335922127421582	0.5847406565475949	1.8816671307102455	0.0029496891988648587	-1230.598828362088	-1194.9197011096605	-1950.059040349367	-54.234426851036744
80000	0.12411042982919285	-4666.203804945036	-300.2148858340569	-4365.988919110979	11.331674468196713	21.451364391165672	5.95998586082156	4.750962956819994	0.6474790383974273	0.7886203121467524	3.0	7.0	5.0	1.0	4.0	9.361036379520108	0.5174684311200461	0.6615128190178762	1.8210187498620762	0.002942719729077502	-1233.499071002107	-1196.4441073452513	-1936.0457407636204	-56.250247369522846
81000	0.12411042982919285	-4669.030019796488	-300.7273163142846	-4368.3027034822035	11.797885822796042	56.91663382150775	4.675118206592797	7.5640003614678974	1.6737673475359163	3.325338909575748	3.0	6.0	4.0	3.0	4.0	8.51937750386144	0.5440919299313082	0.5890847246308187	1.8668233454378718	0.0029086895413005455	-1236.5781206474321	-1197.3546954430476	-1934.3698873917235	-52.254470278005215
82000	0.12411042982919285	-4670.306599260543	-302.0309427992117	-4368.275656461332	12.909015583494876	84.65848573241955	11.727346898211767	2.645152204156116	0.9847075623454242	1.771735184487373	2.0	10.0	2.0	5.0	1.0	7.972364929903566	0.5677231819458948	0.5986222182257861	1.8336545998283176	0.0024558279463504436	-1231.3747506075374	-1188.9728219755123	-1947.928083878283	-54.86436171365284
83000	2.5280646398539997E-4	-4667.326759339715	-296.7265377345035	-4370.600221605211	11.475030016777263	65.05539692030148	5.022591026389122	0.6787165358946922	0.629043037882387	2.4079106043313585	3.0	10.0	3.0	2.0	2.0	6.708974276919903	0.6161681963805767	0.4940858797860172	1.8897459238334047	0.002887315015212276	-1232.6365361547146	-1195.1278701824458	-1942.8358152680512	-50.484220366492536
84000	0.2486560214489564	-4671.390618781238	-298.1398895896108	-4373.250729191627	11.762030735943647	84.8151376729824	4.350398892640649	0.6259061727383259	1.1721012107706033	2.2113487965518166	3.0	12.0	3.0	1.0	1.0	11.71035553749155	0.5667526226577663	0.6132830191175912	1.8199643582246412	0.0022950430543574535	-1236.2477964684194	-1194.697635125036	-1942.3052975981716	-51.42498161003665
85000	0.45504430323810996	-4668.596705226884	-303.320428207306	-4365.276277019579	12.00069571587816	26.701962659218353	10.349515483400335	0.23118587671918858	0.3917816495490764	1.6792637841454743	5.0	10.0	1.0	3.0	1.0	10.636308036021916	0.7401590095743455	0.4705855755002105	1.7892554149254425	0.00282319402843122	-1235.147561263666	-1197.2124466431396	-1932.9162691127735	-57.80199930117871
86000	0.5222446252410443	-4671.140844163426	-304.5193994542669	-4366.621444709159	12.248243783702808	50.55330403911264	8.624294443643388	3.2355229101408263	3.0202211730379234	0.8315644846607493	4.0	9.0	1.0	4.0	2.0	9.109487328776272	0.5095366772657436	0.663034935571205	1.8274283871630497	0.0030037463203142246	-1234.990116601139	-1195.9034262590073	-1935.7279018490124	-58.01686230523602
87000	0.5255491895690568	-4668.52933437099	-300.55980092690646	-4367.969533444084	12.747605354207197	33.6450984205001	6.757118972271899	1.2899782494386014	1.7465055309361808	1.1768573026089602	5.0	8.0	4.0	1.0	2.0	8.84011068204612	0.5290998618556969	0.6164601428969858	1.8544399952473154	0.0030191033704696406	-1234.778753643275	-1197.0269791906915	-1936.163800610117	-55.94793831827171
88000	0.10214279910228927	-4663.057808122208	-298.2774843200169	-4364.780323802192	11.138984148663102	36.79518749317711	4.352396221479656	8.044677426975545	2.708300402774561	1.3941278819172291	3.0	3.0	6.0	2.0	6.0	8.230869079180678	0.5836883410772697	0.6164601428969858	1.7998515160257424	0.003263854272659378	-1232.426393388244	-1193.8711355936282	-1938.4827948203192	-51.330252105857156
89000	0.10214279910228927	-4665.002881661265	-300.1223030236073	-4364.880578637658	10.894247264268685	25.513509110652805	4.776746664303942	5.376454196990223	2.7719849593675505	1.7949522007615355	4.0	2.0	4.0	6.0	4.0	9.488788518289166	0.6502006722546683	0.5201272330672806	1.8296720946780494	0.0032458841319812637	-1232.9882884654198	-1193.675309446986	-1938.2169807252517	-54.39403087525971
90000	0.10214279910228927	-4668.525028708901	-302.16530493668176	-4366.35972377222	11.128034336792387	66.04629853022651	39.49208918074057	11.644166852092827	6.239142720687136	1.0523944927723716	1.0	1.0	2.0	13.0	3.0	6.312759171404471	0.6502006722546683	0.5201272330672806	1.8296720946780494	0.003373330105976577	-1235.9406767158605	-1193.956374777665	-1936.4626722786945	-52.124475517721734
91000	0.10214279910228927	-4677.105921477364	-310.2683687126058	-4366.837552764759	11.498825836037916	56.493406050719294	24.205983302069594	40.603920540313595	15.320230332110302	1.9881725349646335	3.0	1.0	2.0	7.0	7.0	7.545351958349985	0.5690827004477568	0.5738793703890678	1.8570379291631736	0.003707888143314366	-1231.8229782003107	-1193.6442536863738	-1941.3703208780744	-57.688049979083125
92000	0.2350289933073253	-4668.061273736811	-303.77851467137305	-4364.282759065438	10.955526916448907	16.365385655678285	14.510172366368977	7.283709604676665	4.662406122985326	2.5573463285338462	3.0	1.0	3.0	5.0	8.0	12.121643343716816	0.5852720047711877	0.6410602294591677	1.7736677657696427	0.0036687838210612785	-1233.6250389380068	-1196.8095800183924	-1933.848140109038	-56.65742557778338
93000	0.1611961205016983	-4670.720181640521	-301.87900990100644	-4368.841171739515	10.675411574013536	51.46318001184444	9.831792527859825	5.771477997253283	2.5887047604053346	2.11827986969878	4.0	5.0	4.0	3.0	4.0	10.80371012699946	0.607733675868491	0.5770489711545351	1.8152173529769722	0.003481016961954091	-1238.4354442820004	-1194.1006012306816	-1936.3051262268327	-54.32429153569141
94000	0.25484033867872036	-4666.3355599031565	-297.9649267254278	-4368.370633177728	11.622310539179795	21.964436225180034	3.380700083716738	5.917249025629181	0.670769348104996	1.3529849395656295	6.0	4.0	3.0	2.0	5.0	11.892381624228491	0.649682573543947	0.47136437433399947	1.878953052122052	0.003208497538955062	-1234.2872751824139	-1199.777515802274	-1934.3058421930405	-52.42040317383948
95000	0.6155495434336579	-4663.122882462094	-297.401475897172	-4365.721406564922	9.536766733687003	36.95823947672054	20.021238843359644	10.639413116175666	2.080168345699033	1.0007610312692137	2.0	3.0	8.0	3.0	4.0	7.983071851016901	0.6321519675941419	0.5652201797965836	1.8026278526092732	0.003967012882920749	-1235.7645616761044	-1190.0387633236799	-1939.918081565138	-50.00251446567572
